text,label
鲁抗，医药龙头！更是火车头，飞机头！！！,1
没得救了,0
今天A股发红包了,1
调整完成，牛头开始喽,0
无量，诱多，见证完毕！,1
我们的目标是2800点,1
明天大幅高开就可以跑了,1
提前祝贺有色、煤炭、新能源今天反包大涨！抄底的吃肉,1
刚才查了一下百度，才知道上海电气是我国名副其实的的,1
厉害了我的熊A,1
本周不发新股，下周次新狂飙!,1
非常危险的四个字——“就这一次”。,0
清仓,0
看到有人发自己的收益，我也跟风一下,0
个个打回原形,0
大盘放量站稳2900点，春季吃肉行情来了吗？（20200214,1
阴跌杀伤力巨大~,1
烂得一塌糊涂,0
新大陆为什么几年不涨？难道大家看好的优质公司就这么,0
时间不多了，别装了,0
过年资金都昨天卖了，年后他们会追吗？,0
这大盘下午开盘怎么一下直线拉伸？出什么利好了吗？,0
券商回调就是买入机会，下午还会爆拉券商！,1
以后都买中字头才有前途[拜神],1
上不去就要下一个台阶,0
历害了我的……,0
月线量价惊显2倍大黑马，在5G板块，终级猎手！,1
实事求是的说，现在的A股是超级大熊市,0
又跳水了，快逃命！,0
迫不及待地卖掉手里的股，去追涨杀跌，结果，热点一天,1
美国加息了下星期,1
国内有些企业靠融资发展企业，有的股票能上涨有的不能,0
$上证指数(SH000001)$繁荣昌盛[赞][滴汗],1
我的眼里只有多头！！跌了一点点买。。,0
信静姐～吃肉肉～,1
天气真的降温了，股市也将进入寒冬。,0
我去，这么猛吗,0
0.98-11.9万，十几万倍啊，跌多少都不为过,0
“踏空”大师和他的弟子们今天坐不住了,1
这一波估计要到2600,1
为什么个股不涨，大盘咋涨起来的,0
业绩暴增券商板块能否再次诞生超级旗手，是A股重生的,1
自己玩,1
今天大盘该涨不涨。不久前好几次，该跌不跌。什么原因,0
藏格控股低开勇敢低吸,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
各种概念炒作过后，就是价值的回归，坚持低位绩优股,1
第六感觉，明天大盘还得跌，没到位，我的预测是大盘必,0
不要掩耳盗铃了,0
重大利好，就看你了$中科软(SH603927)$,1
清仓 卖卖卖,0
快点到三千以下，好让我考虑买点,1
大家别上当，千万要控制住，不跌破3048别买入。,0
变天了？！,0
指数涨一点点，个股也拉稀,0
天天大涨是几个意思？,0
同花顺的问才真是奇怪，一会说没事，一会说狗急跳墙形,0
散户进场那就肯定开始调整了，现在上涨完全为了吸引散,0
一点做多的都没有，做空一大堆。,0
还没放量，还要往下打。恐慌盘打出来了就可以了,0
今天最好跌深一点，最佳到3060,1
牛！大盘牛！,1
兑现股就是金光闪闪也要兑现，丑小鸭就是再丑也要抱回,1
十个里面九个亏，还是楼市安全,0
17.21买了1万股603219富佳股份。空仓太难受[大笑][大,1
我还没上车呢,0
大盘下星期开始要持续上涨,1
关注长安汽车,1
记住了即使有一天大盘涨到5000点，挣钱的有几个，就这,0
准备下来2970吧，我等你,1
这样下去会不会直奔2000而去?,0
新牛来了么？,1
船舶板块会来一波吗？,1
叼，又想把我积分亏掉,0
炒股真好玩，小子买了上海家化及海信视像[捂脸][捂脸],1
今天的调整应该是一步到位可能大，在没有更多重大利空,0
手上有票快清仓，马上大跳水，回补缺口！,0
不能买了,0
如此,0
保卫战开始,1
3200,1
60天线还是压力，大家千万不要对走势太过乐观，因为好,1
没有要反弹的意思啊,0
A股不值得天天泡在里面，浪费时间和精力,0
看美股做参考炒a股。亏的裤头都没,0
兄弟们，守住别破呀，英雄城(南昌)一起捍卫！[国家队],1
下来太容易上去太困难,0
看到大A市场每天成交一万多亿，我们散户都有信心持股,1
中午弄明白了，这样指数和个股的波段走势就清晰了。,1
唯一不割韭菜的板块就是白酒，闭着眼睛买买买！！！,0
这成交量蛋疼！,0
今天又是20cm的天下，主板只能扑街,0
老夫一生服的股不多，中芯国际算一个！！！,1
美股好,1
我真的不敢想象周一会怎样，真后悔周五没有清仓[哭],0
多时候我们把北向资金割韭菜啊,0
快跑啊，大盘要四浪大爆杀了，月底破2800，等2600抄底,1
总结一下操作问题，就目前的趋势概念我认为谈话进展这,0
软蛋,0
2022.6.28  永远猜不到顶部——不要错过加速行情！,1
海关消息，温测仪3一4月出口1247万套，到5月16日就出,1
指数6000点有望的话，应该是个什么概念，能源金融必定,1
这才周四本周收益率40%了[大笑]服了自己,1
这是要破罐子破摔了吗？,0
绿了绿了，它绿了,0
我们在昨天的回顾里提到：“我们看到今天大盘突破了36,1
$上证指数(SH000001)$必定破3000！！无悬念,1
是哪位大神说今天11:00会绿的？你的嘴是开过光了吗？,0
总资产:266899收益率:2.5%仓位:进攻型—96%上证3565-0,1
大国牛来了，雄起,1
今天跌破3400，,0
看看就好,1
3250止跌3350反抽,1
反正爷爷清仓状态,0
2.18号大盘平开五日均线3588.49,1
看看涨停板的公司，有几个盈利的！真的有价值投资吗,0
假指数。看这个已经没啥意义了,0
不应该啊，今天怎么可能跌呢？那些卖出去的人。这个钱,0
没啥意思，大盘红了，股票基金都绿了！,0
又是折腾的节奏！难啊！做A股股民更难啊！,0
这就是昨晚激动了半夜的牛市[大笑],1
割肉盘没出来，接着砸。,0
厉害了，跟美国走势,1
1800啊,1
[cp]中晶科技启动了！拿稳，没上车的上车！90.80元到,1
周末跟一个邻居闲聊。邻居：“我现在搜东西的时候都用,1
新韭菜再敢来，跌到你怀疑人生,0
海油发展涨停目标十元,1
又是黑四,0
买入顺博合金，次新股，运势，随时有爆发。,1
坚持新股发行不动摇,1
【A股机会早知道】特斯拉4680无极耳电池组已投产相关,1
没皮没脸的垃圾市场，无耻之极,0
两市勉强再次站上五日均线,1
今天正好涨到五十万，从今天开始，每天记录，同思路的,1
上证指数向上趋势不变,1
券商好就买买买...！,1
人性中有这样一个几乎是最顽固的倾向，那就是捍卫自己,0
基民赶快赎回基金啊，否则的话，可能某些基金经理为私,1
简单的方法却是最好的赚钱之路，就是坚持难,1
今天尾盘别跳水，终于比美股强了，给人信心,0
其实都知道不会涨，就是不死心，,0
今日行情将延续反弹，板块看轮动上涨做好高抛低吸。做,1
都是十几年的空壳公司，杀猪盘越来越多了,0
挣扎着要跳水,0
"完了大a,昨天回1000多块，今天让我交2000多？什么世道",0
大盘红了我的谷反而下跌,0
以茅台为首的白马股，牛市冲突……。投资者纷纷丢弃低,1
$上证指数(SH000001)$[赞][赞],1
老铁们冲啊,0
来了10W年底能不能亏完。,1
乐视终于退市了，假药，停，终于停了。,0
撑死胆大的，饿死胆小的,0
独关大师兄,1
要开始了,0
已经正式开始牛市了，小韭菜瞎买都能有收益了，期待4,1
3000点保卫战即将打响,1
下个风口小市值，绩优，破净，低市盈率！,1
茅台不能跌！近两日茅台下跌8%，造成股民平均亏损2%！,0
说得对[赞][赞][赞]//@股友xNt5C8 :利好上市公司，加,1
今天我把基金全卖了,1
大阳？想多了，还没到时候呢,1
昨天又惊魂一日,0
大盘要跳水了！,0
说了跌150点，不让我发帖！,0
没有量还得下来,0
一个人的武林,1
布零线是心里支承。也可能向下还是逢高出货，如果大盘,1
好羡慕呀！指数红红火火可票票绿绿油油的好健康的一个,1
半天突破5000万应该没问题了,1
$上证指数(SH000001)$清仓销户才是正确选择,1
指数上去反而很多强势封板的打开了？？什么天理有阴谋,0
转债才是王道，其他都是乐色,1
你还在这等什么？加仓，加仓，加仓！,1
今天上证指数低开低走，窄幅震荡。军工股强劲，神剑股,1
成交量没有放大！,0
都再看外围，外围跌百分之五十都不为出，国内指数是没,0
干的漂亮,1
今天卖了股票，明天能转账吗,0
耗干这帮骗子，看还能骗多久,0
5分钟背驰、高抛为主,1
今天拉券商才是真正的诱多，接下来估计是乱杀了[想一,1
发现一个很好的股，金字开头，名字不说完，大家猜猜,1
金富科技准备起飞！,1
2750,1
太垃圾了。,0
又在诱多，明天又阴杀一波,1
明天大涨，现在满仓[大笑][大笑][大笑],1
证券股一月份业绩快报即将发布，一月份大盘日成交量基,1
新冠药物领涨军工表现活跃今日大盘低开低走，收盘3大,1
周一看它是否下跌。,0
不腻吗？年年月月天天的下午跳水，看都看的烦了，能不,0
最后离场机会,0
看了一遍，几乎全部向下，太吓人了,0
散户守住钱袋，才是硬道理,0
有没有早上吓跑了般？[想一下],0
果然，熟悉的味道，长假是利好，开盘就是利空。假期结,1
美股何时企稳？会跌下1000点吗？,1
开始踩踏出逃咯,0
我猜明天还是跌，比今天还凶,0
不要信别人,0
上证指数 重要点位凸显，最准买卖显现提前抓住机会,1
行业大佬威威厦门钨业，业绩高增长确定性、国资国企改,1
今天账户亏了钱的右边点一个,0
大盘正在割韭菜！,0
周五策略 周四市场依旧延续近期反弹之势，沪深两市几,1
外围，北向资金，自身姿势。全部不支持继续上涨。有反,0
都空仓了没,1
热门简评2020.12.10近期连板空间：7-金浦钛业彩虹股份,1
要不要走了[囧],0
节前最后一天了，主要就是个股超跌反弹的延续，热点不,0
芬，我想翻你的牌！翻什么牌？停牌的牌！,0
一见钟情，满怀期待，蜂拥而上，高处不胜寒，辗转反侧,1
呼伦贝尔,1
大盘开始跳水，还没到下午。,0
贴子怎么不发,0
我承认我大木木无利不起早,1
昨天一听易主席说要扩大直接融资，A股推行注册制等，,1
今天英大证券李大霄又有讲的内容了。,1
求求你给我个机会，不要再对绿说无所谓。,0
陈年老韭菜，还有比我更能亏的嘛,0
继续跌，开始两周调整,0
已是疯牛，全仓买啊！！！,1
今天高开，我很恐惧！,0
2700点前安心持股,1
都到这份上了，那几个点的缺口都不让痛快，还要折磨。,0
看看大盘心凉了一节，任何时候专家分析预测就是搞笑，,0
还在炒周期股，工厂都快倒闭了,0
明天深V,1
3000见,1
香溢融通（600830）,1
关注大涨股票,1
司马老头你能不能不天天准准准哈,1
大盘跳水，牛逼中的战斗机,0
2915支撑，2930压突破看42,1
过来十月一在看吧，黑色十月,0
市场严重熄火,0
[图片],0
干的漂亮，让今天追高的全部站岗,1
趋势预判:中长线持股，等下一次上攻见证攻克3731！短,1
快把290136缺口补了   心里踏实,1
又没力了,0
昨晚美股一个高开杀跌，构筑乌云盖顶，把哪些大喊美股,1
华策影视今天涨3个点左右，不容易，还涨13个点就回本,1
那个忘记了,0
完全疯了。。大盘,0
千万不要追涨杀跌，2850-2950之间绝对是第三个套。大,1
八连阳结束，后面仍是科技为主线的行情，逢低机会要把,1
明天早盘券商金融动一动，下午种菜,1
今天下午如果齐鲁开板必破现在高点,1
走一波牛市，外资自然来了！天天指望外资进来么？,0
再创新低，我的娘呀！,0
泥马，又开始了,0
大致会到3100,1
他们太坏了[滴汗],0
唯一的好消息应该是交易量又放大了一丢丢..,0
3252点,1
#九层妖塔原型古墓#一只鸽子爱上了一只燕子，燕子说，,1
大盘一会就会下来，短期回调是必须的！散户要注意风险,0
冲啊3个点！,0
让股市上涨是企业和股民的政治任务，也是爱国的具体行,1
动不动4选1，5选1，这种游戏怎么玩？,0
两点钟准时跳水！,0
讲故事的滚远点,0
"这是很健康的走势,  我们要慢牛,hhh",1
全球疫情有爆发迹象，但中国疫情已经得到很好的控制，,1
3660附近再买！,1
北向一关闭，内外就开始卖,0
我要稳稳的组合收益上涨！！！[加油][加油][加油][加,1
明天跳空低开形成岛形反转。为科创版作贡献,1
这是咋回事？,0
电话涨了40个点 见面涨了50个点 搬去一起住，每天涨60,0
大家散了吧今年行情已经走完！！！,0
今天是收米的一天，冲啊$新开源(SZ300109)$$东方银星(,1
宁德时代半个月前各大机构一致看好，宁德时代550元至5,1
补缺口吧，赶紧的。,1
下周二开始关注类似于今年4月27日的大阳线，三浪主升,1
应该伤心还是高兴[为什么],0
什么个情况？[拜神],0
不会吧不会吧，不会真有人以为白酒跌了，他们自己的个,0
今天虽然没亏，但是最近很累，明天退出不想炒了,0
盛开的《吊兰花》正在准备着拥抱欢腾的（榨油机）哼哼,1
话不多,0
大盘跌的时候我赚钱，涨的时候我天天亏，唉,0
指数涨，个股跌，什么情况？,0
牛逼了哦，厉害得很,1
股票害人的，远离股市！,0
每天尾盘拉个指数，指数很好看,1
上万亿资金都已转移到科创板，有进入有等待进入，主板,1
牛郎去约会了，牛市等明天吧,1
大盘今天红不了，诱多，看谁跑得快！,1
$上证指数(SH000001)$太牛了翻红了，以为至少跌破三千,1
2700不保了！,0
完蛋了，这么弱的走势基本决定未来N年都很难过3000,0
2800不过肯定是老板所为，一方面不让看多的人太疯狂，,0
要开始跌了,0
本周跑赢99.76%投资者，本月跑赢98.86%投资者！胜率10,1
明天大a有惊喜,1
最怕一窝蜂，全部在砸，不分青红皂白,0
圣济堂或将迎来涨停！看120分钟线,1
本轮牛市结束了，等明年吧。,1
NND上午清仓了做不下去了，休息一段时间，整理心态。,0
筑底时刻要不做t要不装死，这段时间注定难熬，但比港,1
但凡今天涨的，明天都要补跌[傲][傲][傲],1
下午大涨，迎接周末大利好。,1
感谢新主席,1
破股市,0
3000点这个重要支柱已经被刺破了，没有希望了，熊市第,0
在不拉韭菜害怕都跑完了,0
G主力现在倒鸡毛、赚点垃圾食品、就转行，不参与。,0
奇葩A股，铁公鸡和扇贝齐飞，炒股炒股，就是看谁最后,1
干的漂亮[鼓掌][鼓掌][鼓掌],1
超级大牛市，这月上一万点,1
感谢国家队再次出手！！！！！,1
终于补上那缺口了！[大笑][大笑],1
红尘说：下周千古涨停！哈哈,1
卖点即将来临，做T的做好准备，向下做波段，2800点接,1
最后一帖耐心等待突破3280/3400啊啊啊,1
武汉捐物，捐款。,1
真不知道，股票能给你带来什么，今年无端端给狗网友拉,0
可怜的股民，，亏损累累，，欲哭无泪！惨不忍睹！！,0
大盘还是很强啊，不过这周应该会有一次中阴线回调。拭,1
我将用20秒夺走你的“牛x！”（4涨停在手）$华菱线缆(,1
今天收绿盘，明天上攻，震荡第九天了，明天十天反冲,1
大Ⅴ，满仓干！,1
看3070底满仓干,1
创业板报团股还是涨的很好但是分险没有私释放大家看看,1
看看有多少个股是跟不上指数的？,0
今天打算一步到位，直接就3150了。[捂脸],1
拉券商股现在都没人跟进了被坑怕了[呲牙],0
搬只小凳爻一卦，人人都是预言家！,1
期货一开，大机构可以肆无忌惮的卖了,0
老乡们快加仓，国庆来了,1
今日总结，今日血赚，周五抄底的老白干，今天涨停，大,1
只要美股大跌，都是低开高走 很有规律,1
可怜的人，让人给算计了。,0
$上证指数(SH000001)$下午中国跳水队接力，我在基建和,0
让你到阴间过年，大庄家，哈哈哈,1
中午收盘，继续坚定持股，静待花开！上午大盘低开高走,1
个股天天6个点7个点的下跌谁特马顶得住,0
今天回补缺口，再加黑色星期五有的看了,1
卖垃圾科技！买中秋月饼！,0
你大涨了，我的鸡上午被带下去收盘还是绿的,0
好惨啊,0
炒股把眼睛整坏了！看什么都是绿颜色！哎！这可怎么办,0
为的就是看股票市场的波澜壮阔，果然是你方唱罢我登场,1
今天有天地板哟,1
2点半以后集体下跌,0
不把假外资洗出来股票就不会涨。今天终于洗出来了，明,0
靴子落地，买未来，卖现实，年底前仍有100个息点可能,1
大数据时代，大资金都知道基本没有人持有银行，现在专,0
哈哈哈哈哈哈哈哈哈哈哈哈好,1
《只要肯等待，好事自然来》,1
大家都散了吧,0
拉尾盘，非善类！[想一下][想一下][想一下],1
惨单边下跌市,0
大盘,0
大师们都在建议明天冲高出货了！[捂脸][捂脸][捂脸],1
阶段性上升行情结束。,1
猜猜下午会不会把早上的抄底盘全套住,0
只要拉升上证50，大盘指数就不会怎么跌的，其他三千股,1
炒股就像他！,1
缺口补不了了,0
再收红我就要骂人了,0
大盘会涨吗？,0
清仓了，下周再看看！,0
本周只要站上3600点，下周会继续反弹。热门板块加紧布,1
南山铝业上午半仓买入，[强壮][强壮][强壮][大笑][大,1
癌股一上一下的就是害人，都跌这么多天了，就不能好好,0
欲哭无泪,0
今天买的不让卖，太坑了。,0
理性,1
A股6连阳上涨！新能源板块轮番拉升，还有哪些投资机会,1
买了一年的新股都不中，还是怀念以前新股配售的日子，,1
没好,0
哥发现，沪深最大的笑话，盈利最多的行业银行股都跌破,0
水花四溅在翻红这酸爽[赞][赞][赞],1
3500点，加油,1
没救了,0
稳住，不要怕。我还没卖。等拉高。,0
大家不要怕，可以做十年股东。,1
必突破3544,1
感谢东方财富这个大平台，我在这里认识三位大哥哥，最,1
这样的股票，这样的价格，买到，就是，捡钻石，笃定，,1
神奇2点半,1
今早一跑，卖的就拉板了，下午三大指数井喷，好憨嘎，,1
三峡能源领衔涨停！！,1
我们的大A股不知还会不会收红盘了，好久都没有看到了,0
奇了怪了，不炒白马，去找黑马？神奇！,0
空仓是福[哭],1
利好出货哈啊哈,1
发现医药股中未来巨星潜力股——众生医药！,1
涨半个月不够一天跌的！,0
美股创新高，A股折返跑。,1
$上证指数(SH000001)$明天必须涨。下周一必须爆涨。,1
这次会破3000吗,0
下周跌破3000点，半年内跌破2400，信不信由你，事实就,0
港股涨3%。大A要加油，看来还是需要医药来起来了,1
今天大盘发疯了！,0
这盘面今天受到降息影响，A50大盘股带头进行了突破，,1
厉害了，震幅近一百了。,1
今天会跌掉底裤，下午绿油油。,0
要想登上前面的高峰，那就必须全力阻止后退一步。也就,0
跑呀，弟兄们，钱多的可以不走,0
不是牛市是牛屎,0
十年大底，全仓买进！[色][色][色]$创业板指(SZ399006,1
修复5F顶背，正常调整！,1
呵，这交易创新纪录了，暴涨是百分之万的了。,1
早上好[献花]我们喜欢市场一直追寻看自己的梦。在这里,1
北向资金又买50亿！机构调仓换股---好股票好低位买哈,1
以前总是上不去3000点,1
上证杂技团，请继续你的表演,1
12月5日星期六农历十月廿一1.嫦娥五号着上组合体实现,1
我能说这是只涨指数但个股没啥行情的行情吗？我的所有,0
深沪流入这么多，怎么还跌？,0
只准跌，不准涨！,0
出货？出节前进去维护大盘稳定的筹码？就今天！！！55,0
又是黑周五，低开低走的一天了，,0
股友们大家好，大家可以多多关注强势股的走势，本人不,1
请各位解释一个问题，2015年上证最高点5100点，现在是,1
A股是喝酒，吃药才能冲,0
牛逼克拉斯,1
又是悲伤的一天。。。。,0
老哥们你们是勇士，你们稳稳的[大笑],1
#有奖征文|业绩窗口期，解读中报赢奖金#绝对看好航母,1
提示买入建仓,1
满怀希望是人类的显著特点之一，担惊受怕同样是另一个,1
谁赚到钱了，我买的俩股，都跌了-2多，硬是起不来,0
明天上证大阳上穿多周期均线,1
中国牛市，不可阻挡，必信。,1
大盘主力最拙劣的操盘告诉你，不补缺，留后患，节前观,0
社会主义就是好,1
搞笑了不，又跌，哈哈，稍微红点，股神都跑出来唱多。,0
从亏损到扭亏为盈，绝地逢生，加油,1
跌破支撑，加速了,0
股市里面，散户太多了，加上牛市没有来临，机构和基金,0
$上证指数(SH000001)$又赢了,1
今天挂猪头卖狗肉的第一天,0
这回完了。。。3000破了,0
[图片],0
下午起飞,1
涨吧涨吧，指数一月干到6000去,1
还有几天的,1
15已经瘾约可见金叉啦,1
明天我要买点600848看看。,1
电子烟，人造肉，新能源概念是下一波风口，大家跟紧点,0
麦捷科技定增结果出炉:特发集团获配6.12亿元深创投财,1
没意思,0
真爽，今天直接赚了6个点了。哈哈哈哈哈满仓抄底发大,1
给你们讲个笑话，今天股市要大涨,1
跑得快比赛又来了[哭],1
终于开始尿了,0
刘涛老师评：捷捷微电第三代功率半导体芯片、国内知名,1
发生了什么事？？？？？？？？？？,0
炒股四五年还没买过券商呢，有没有长期持有的好股票求,1
专家:险守2900，退守2900[大笑][大笑][大笑],1
拜拜!你最狂妄的时候，我就不必要来看你!,0
没有白酒的大盘！,0
年底赶紧收割一波过年,1
纯阳的500万实盘日记，12月22日今日战况:-8700。目前,1
哈哈哈哈,1
我还是蛮佩服我们大的，我为你骄傲，为你自豪！,1
002060，粤水电，死猪不怕开水汤！！！2年了股价还是,1
如果停止交易10年，你还会买股票吗,0
不喊牛市了[笑哭][笑哭][笑哭]3000点保卫战打响冲啊[,1
快看！A股！跟一样,1
嘿嘿嘿,1
大家听哥说一句。明天如果大盘是红的，节后就是3根大,1
不要买A股，什么时候卖出都是正确的,1
6绝~~百股妖斩！！！第一帖！！！,1
笑死,0
新人看着有点慌，这是啥玩意，走火入魔了吗,0
继续冲啊！不要停,0
该仔细总结一下了！牛市不挣钱熊市亏大钱！问题在哪里,0
我觉得小散户还是别玩了，白浪费钱，挣点钱也不容易，,0
今天要破3300,1
上周谁叫我进的？你们这些散户投什么票哦[哭][哭][哭],0
明天喝酒，不要问为什么，不可能破3200点的,0
今天大地雷！,0
买点！逢低布局！巨星科技，中科电气,1
求你别在发股票害人了,0
先热个身，下午两点准时跳水，敬请期待,0
耐心持股现金买入招商银行,1
反抽完毕了吧,0
下一茬韭菜割起来更舒服。。。[大笑],1
谁知道电脑端上证分时图黄线怎么设置成移动均价线。谢,1
本人踏空狗表示很开心，送鸡狗，[献花][献花][献花][,1
直接3150不行吗，缺口补了大家心里还痛快,0
垃圾，涨一天才涨那么一点。下跌两分钟搞定。,0
还是这么的垃圾！今天买的明天看谁跑得快了！,0
又要跳水了,0
庄稼是最黑心的，有40厘米的绝不会选20厘米的,0
国债期货涨幅扩大，10年期主力合约涨0.21%，5年期主力,1
A股熊起来无敌,1
今天又可以吹牛了，星期一开始割韭菜。,0
航空航天有戏,1
明日大盘回踩3557附近后向上冲击3569.89至3588.78的缺,1
一买入就有涨停版！傻瓜傻不傻？“傻瓜”手里现在有票,0
全部闷杀,0
大盘股价走势很健康，MACD红线继续缩小，从数量上来看,1
黎明就在眼前,1
不涨的股票都是猪。。。哈哈,1
九月市场，韧劲十足，又一次深V诱惑，又一次多头完胜,1
真是悲哀啊，小散们赶紧跑吧，别再被割了,0
别怕，调整而已,0
没办法，上半年新人太多了，总要把他们吓唬一下,0
我发起了一个投票，【#上证指数#这还是牛市吗？】，快,0
北向分批跑，每天出百分之50买百分之25三到4天出完，,0
下周股指在封闭2870缺口一带时重点观察成交量能否放大,1
牛年到！,1
280O一3000点才是上证的套牢区！,1
又被骗了,0
主力目的振荡吸筹，不回补缺口是怕场外资金进场抢筹,1
今天争取站上2900,1
明天看戏就好了，,1
这个八月真的太惨了,0
丢你叉叉，全部红了，大盘了,0
A50暴力拉伸了。。,0
证监会年内批复1601亿元可转债上市公司再融资打开新空,1
崛起,1
净资产收益率20%以上的，是非常优秀的企业了。净资产,1
把3000点还给我！！！,0
$上证指数(SH000001)$每一次回踩都是加仓的好时机，下,1
$天和防务(SZ300397)$军工板块投资价值进一步凸显，操,1
调整到位,1
反弹一下，继续暴跌,0
A股真奇葩,0
走得很流畅,1
再向下，就不好玩了,0
拉的是哪个板块，股价没涨上来呀,0
还有两个交易日，就要放假了。今天放干货，你找到了那,1
一入股门深似海……,1
主力会那么让散户猜中节奏吗让你看到的都是假象不上35,0
来吧！满仓干！迎接二波上涨大牛！,1
这两个星期一直亏,0
002860后期会是怎样的走势啊[微笑],1
大饼上午最低看35200，已完美跌破，现已到达33718一线,1
大盘没有一点反弹的迹象，惨啊。,0
明天5G拉一波,1
明阳四月天,1
这种情况为什么不延迟开市？[哭],0
还是得看科技股啊,1
厉害全球指数都是红的，就你绿油油,0
大盘上涨任务或已完成今天大盘在金融股利好的刺激下，,1
赵老哥:复旦张江、中航资本、海南高速、苏宁易购、兴,1
科创板迎来二周年、不负众望、起死回生，继续向上突破,1
你是狐狸，我是猎人,1
不知道后面会怎么样,0
周末不确定性太大,0
壮观,1
早上不跑，下午没机会了,0
2点过了，指数依然保持高位的稳定，今天的反击彻底把,1
快买,1
昨天晚上利好一大堆，拉投资，促销费，半导体利好，房,1
今天杀死了多少恐慌盘？,0
看来今年还得保卫一次3000点，不过基本都是保不住的,1
快追，不然上不了车了,1
为什么资金去往银行股[为什么][为什么][为什么],0
大家恐慌了！,0
打破“4.19”魔咒！,1
利用消息打击市场情绪，用很小的代价把指数拉下来，然,0
本周3100必破,1
一周一天涨；一毛，其余6天跌；五元,1
吃饭行情来了！牛啊！真牛！,1
根据我的推断，十一黄金周的即将来临，股市肯定要做相,1
华夏国无量媒体太多，g煤昨天说反弹，其实是下跌中继,0
拿着你手中的股票就是在支持国家！支持中国企业！就是,1
证券银行保险继续砸盘，已经第5天,0
600860MA250＜MAC120＜MA60＜MA20＜MA10＜MA5对于M,1
每逢月底，总是被主力虐得体无完肤！[哭][哭][哭][快,1
没有大资金或大庄干预，今天破3000点,1
空头气势汹汹,0
整天都是半死不活！如一潭死水,0
没有券商带动，就是死,0
春风又绿江南岸,1
超短看盘核心逻辑与龙头今天14:22东方财富Android版关,1
为什么外资精准抄底,1
2830五十块进场，现在2915点剩余四十万！如果回到2830,1
对不起，是我肤浅了。我承认大a水很深。,0
趋势决定一切！“休息也是一种策略”该收起来啦，沪指,1
什么破股市！,0
不敢说话了，我在预测我怕我自己要害死自己了，昨天预,0
我靠你竟然敢高开,0
早点过来看庐山瀑布,1
京东方A：京东方A今天成交金额最多，目前102.5亿元。,1
这个跳水给满分，又诱多杀跌,0
指数走的真漂亮,1
回踩3100[傲][傲][傲][傲],1
上海石化！上海石化！真正实力派氢燃料！！！,1
看好一支票，等到她犯错，稳住，考验自己的时候到了。,0
请问主力筹码多空比数值在哪里可以看到？谢谢指教,1
小牛顶杀大熊了,1
打卡,0
利多出尽了就是利空！ 又开启了收割模式！ [傲][傲][,1
